State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,Anantapur,2024-12-17,2024,12,0.0,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2024-12-18,2024,12,0.0579402646,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2024-12-22,2024,12,0.244778121,NRSC VIC MODEL
Andhra Pradesh,Anantapur,2024-12-31,2024,12,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-01-09,2024,01,6.2985068709,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-01-10,2024,01,0.0054508442,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-02-03,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-02-04,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-02-15,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-02-16,2024,02,0.0373115771,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-02-18,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-02-29,2024,02,2.46357e-05,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-03-09,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-03-16,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-03-26,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-03-27,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-04-12,2024,04,0.1111052316,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-04-17,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-04-21,2024,04,0.0277194045,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-04-28,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-04-30,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-05-04,2024,05,1.3483662475,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-05-08,2024,05,15.3765162171,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-05-10,2024,05,0.358645614,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-05-25,2024,05,0.3665640893,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-05-26,2024,05,1.1796173375,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-05-30,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-06-02,2024,06,19.2087068765,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-06-11,2024,06,1.5102124704,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-06-18,2024,06,20.5107698771,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-06-19,2024,06,10.7136070343,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-06-22,2024,06,2.6456795951,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-04,2024,07,7.1128840462,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-09,2024,07,2.1152175063,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-15,2024,07,7.7829553371,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-16,2024,07,5.7263727841,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-19,2024,07,4.1592520895,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-20,2024,07,4.9984498301,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-26,2024,07,0.6713405443,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-28,2024,07,0.0066415926,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-07-29,2024,07,0.0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-08-03,2024,08,1.3775532493,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-08-07,2024,08,14.1499233127,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-08-12,2024,08,22.6103095396,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-08-13,2024,08,12.0853564963,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-08-17,2024,08,10.5540142376,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-08-21,2024,08,5.5916291405,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-08-23,2024,08,1.5684029919,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-09-02,2024,09,1.6974410142,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-09-03,2024,09,0.8470098599,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-09-05,2024,09,1.2859585912,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-09-06,2024,09,2.2531117416,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-09-24,2024,09,11.9371796984,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-10-01,2024,10,0.3465337974,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-10-12,2024,10,1.291914578,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-10-16,2024,10,22.1754722944,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-10-19,2024,10,8.722622699,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-11-07,2024,11,4.1785507049,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-11-09,2024,11,2.5076180837,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-11-10,2024,11,3.0461969465,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-11-15,2024,11,12.2499439676,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-11-23,2024,11,0.0052053797,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-11-27,2024,11,4.8190625769,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-11-30,2024,11,11.1680493327,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-06,2024,12,0.4959568742,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-13,2024,12,42.6703140583,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-17,2024,12,0.0020333327,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-18,2024,12,0.4775762635,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-21,2024,12,0.0958631148,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-24,2024,12,0.0009199797,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-26,2024,12,0.7608162134,NRSC VIC MODEL
Andhra Pradesh,Chittoor,2024-12-31,2024,12,0.0033467035,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-01-09,2024,01,0.2163386112,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-01-14,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-08,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-11,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-20,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-22,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-23,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-24,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-25,2024,02,0.0024338109,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-02-27,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-03-09,2024,03,0.0009122205,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-03-14,2024,03,0.2554591619,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-03-20,2024,03,0.1577231261,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-03-22,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-03-26,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-02,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-05,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-08,2024,04,0.0004564967,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-11,2024,04,0.3817451226,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-16,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-18,2024,04,0.0102137235,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-20,2024,04,0.2376443755,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-21,2024,04,0.0047081458,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-29,2024,04,0.0926295585,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-04-30,2024,04,0.0046868043,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-05-06,2024,05,0.0061474271,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-05-08,2024,05,8.916548078,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-05-14,2024,05,0.3042270024,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-05-21,2024,05,2.8794370307,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-05-28,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-06-05,2024,06,0.1564626193,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-06-07,2024,06,5.6076709936,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-06-08,2024,06,3.8704154885,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-06-09,2024,06,0.3221285012,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-06-10,2024,06,0.1223459436,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-06-27,2024,06,17.5931712938,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-06-28,2024,06,20.1749529074,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-07-01,2024,07,12.17178565,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-03-17,2024,03,0.002431092,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-03-29,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-03-31,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-04-08,2024,04,0.0001357856,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-04-09,2024,04,0.0518759193,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-04-13,2024,04,0.3849079999,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-04-16,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-04-28,2024,04,1.3219843944,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-05-01,2024,05,0.9970288196,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-05-04,2024,05,2.0227060196,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-05-10,2024,05,5.9458026264,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-05-20,2024,05,2.6032258524,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-05-27,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-05-28,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-05-29,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-01,2024,06,16.4590865945,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-02,2024,06,2.3542053078,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-04,2024,06,0.1193529266,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-12,2024,06,2.4575534299,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-14,2024,06,0.0590477523,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-20,2024,06,4.8258777856,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-22,2024,06,9.9764573257,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-23,2024,06,4.5742767824,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-06-26,2024,06,8.7705564871,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-07-05,2024,07,0.1649196618,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-07-09,2024,07,5.0836846471,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-07-19,2024,07,36.4262560763,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-07-21,2024,07,7.3842130642,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-07-23,2024,07,19.0373532698,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-07-30,2024,07,2.1904267993,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-08-06,2024,08,2.1278064891,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-08-10,2024,08,3.1359018235,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-08-11,2024,08,1.6749583505,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-08-12,2024,08,1.2954849958,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-08-19,2024,08,4.9518675491,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-08-31,2024,08,18.5674986722,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-09-07,2024,09,14.4212140012,NRSC VIC MODEL
Andhra Pradesh,Visakhapatanam,2024-09-11,2024,09,0.752698559,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-07-21,2024,07,17.5653212281,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-07-30,2024,07,10.2499655631,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-07-31,2024,07,7.5608052346,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-08-28,2024,08,11.8359584641,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-08-29,2024,08,11.6982718941,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-08-30,2024,08,29.6781830246,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-09-04,2024,09,24.0233872008,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-09-15,2024,09,0.140842372,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-09-27,2024,09,12.4031990906,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-09-28,2024,09,7.1502213581,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-01,2024,10,3.8182396117,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-02,2024,10,5.8460440973,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-09,2024,10,1.6294906231,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-11,2024,10,5.3314254653,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-17,2024,10,10.3876195373,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-18,2024,10,9.4790020474,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-23,2024,10,2.9313095268,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-24,2024,10,0.0081603551,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-10-25,2024,10,0.300353923,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-02,2024,11,6.7830016149,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-03,2024,11,1.4536989044,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-13,2024,11,0.2459914484,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-16,2024,11,0.0231298611,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-20,2024,11,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-22,2024,11,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-27,2024,11,0.0267188322,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-28,2024,11,0.0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-29,2024,11,0.0591958369,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-11-30,2024,11,3.1581445374,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-12-16,2024,12,1.67981e-05,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-12-18,2024,12,0.7911648936,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-12-19,2024,12,0.8444839274,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2024-12-25,2024,12,0.8681328652,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-02,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-06,2024,01,0.0001630098,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-07,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-09,2024,01,0.0389268068,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-11,2024,01,0.000268327,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-14,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-15,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-22,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-01-30,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-02-15,2024,02,0.0048277151,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-02-22,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-02-26,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-02-27,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-03-05,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-03-06,2024,03,0.0053110206,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-03-11,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-03-19,2024,03,6.82407e-05,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-03-20,2024,03,0.0029048786,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-03-28,2024,03,8.15049e-05,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-04-01,2024,04,0.5821930935,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-04-02,2024,04,8.15049e-05,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-04-15,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-04-17,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-04-18,2024,04,0.0122366952,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-04-19,2024,04,0.0195568874,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-04-25,2024,04,0.0144710971,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-05-31,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-06-02,2024,06,0.8699690683,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-06-04,2024,06,0.0137429787,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-06-05,2024,06,1.4103893282,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-06-15,2024,06,0.1850859656,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-07-23,2024,07,0.8362673126,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-07-24,2024,07,2.7984582796,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-07-25,2024,07,0.0046160161,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-08-06,2024,08,7.0870927804,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-09-02,2024,09,1.2285577407,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-09-04,2024,09,20.8298541426,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-09-12,2024,09,0.0615856533,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-09-18,2024,09,0.1446120511,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-09-29,2024,09,3.4897900757,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-10-02,2024,10,8.1162542842,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-10-09,2024,10,3.5857845288,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-10-17,2024,10,11.1837158832,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-10-22,2024,10,1.0498448269,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-10-25,2024,10,0.1339999404,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-10-27,2024,10,0.0045705512,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-11-07,2024,11,0.9773464533,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-11-14,2024,11,2.7251562311,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-12-07,2024,12,0.1881064059,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-12-11,2024,12,0.0088070439,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-12-13,2024,12,0.0412356495,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-12-14,2024,12,0.0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-12-18,2024,12,0.1425799726,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-12-21,2024,12,0.245376028,NRSC VIC MODEL
Andhra Pradesh,Guntur,2024-12-25,2024,12,3.7500577873,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-01-05,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-01-15,2024,01,0.0051929502,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-01-22,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-01-24,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-01-29,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-01-30,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-02-07,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-02-11,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-02-12,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-02-28,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-03-04,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-03-06,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-03-22,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-03-30,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-03,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-08,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-12,2024,04,0.0077405877,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-14,2024,04,0.0245216132,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-17,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-19,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-20,2024,04,0.0023179124,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-26,2024,04,2.142e-06,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-04-27,2024,04,0.0024849998,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-05-01,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-05-10,2024,05,0.6402401031,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-05-12,2024,05,0.0073399834,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-05-15,2024,05,7.388871433,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-05-17,2024,05,15.1314344037,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-05-25,2024,05,1.4985716814,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-06-04,2024,06,0.0003496414,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-06-07,2024,06,7.4237660319,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-06-21,2024,06,0.0581924187,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-06-22,2024,06,6.182225978,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-06-26,2024,06,0.8407904101,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-07-09,2024,07,6.0001034692,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-07-15,2024,07,3.8900647858,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-07-18,2024,07,11.7931730778,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-07-22,2024,07,8.9141687062,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-08-01,2024,08,11.2165378267,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-08-07,2024,08,22.782010444,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-08-11,2024,08,5.5339120386,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-08-27,2024,08,7.7249022909,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-09-02,2024,09,1.2057359113,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-09-06,2024,09,12.7329272266,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-09-21,2024,09,8.2751003061,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-09-25,2024,09,10.9942822841,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-10-10,2024,10,2.0404452018,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-10-13,2024,10,3.6504855206,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-10-18,2024,10,8.3256218047,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-10-22,2024,10,3.2994572838,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-10-27,2024,10,0.0022850939,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-11-01,2024,11,0.0309759607,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-11-04,2024,11,0.7811867715,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-11-07,2024,11,0.5834044589,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-11-11,2024,11,0.2573493925,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-11-27,2024,11,0.0669632973,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-12-02,2024,12,1.3281494283,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-12-09,2024,12,1.74036e-05,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-12-11,2024,12,0.026605658,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-12-13,2024,12,0.0184551584,NRSC VIC MODEL
Andhra Pradesh,Krishna,2024-12-31,2024,12,0.0009900293,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-01-05,2024,01,0.0212674618,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-01-06,2024,01,0.002917367,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-01-07,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-01-08,2024,01,0.0003799155,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-01-09,2024,01,0.1484975283,NRSC VIC MODEL
