SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
4766,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2002 00:00,"",
4767,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2004 00:00,"",
4768,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2005 00:00,"",
4769,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2007 00:00,"",
4770,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2008 00:00,"",
4771,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2009 00:00,"",
4772,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2010 00:00,"",
4773,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2011 00:00,"",
4774,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2012 00:00,"",
4775,Lakkireddipalli,CGWB,28,Andhra Pradesh,504,CUDDAPAH,LAKKIREDDIPALLE,LAKKIREDDIPALLE,Lakkireddipalli,-,-,-,-,-,-,14.18333333,78.71666667,25-05-2018 00:00,"",
4776,Lakshmipuram-DW14,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,DWARAKATIRUMALA,DWARAKATIRUMALA,Lakshmipuram,-,-,-,-,-,-,16.92194444,81.25166667,25-05-2017 00:00,"",
4777,Lakshmipuram-DW14,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,DWARAKATIRUMALA,DWARAKATIRUMALA,Lakshmipuram,-,-,-,-,-,-,16.92194444,81.25166667,25-05-2018 00:00,"",
4778,Lalam Kothur-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,Lalam Kothur,-,-,-,-,-,-,17.64722222,82.86111111,25-05-2013 00:00,"",
4779,Lalam Kothur-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,Lalam Kothur,-,-,-,-,-,-,17.64722222,82.86111111,25-05-2015 00:00,"",
4780,Lalam Kothur-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,Lalam Kothur,-,-,-,-,-,-,17.64722222,82.86111111,25-05-2016 00:00,"",
4781,Lambasingi,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2004 00:00,"",
4782,Lambasingi,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2005 00:00,"",
4783,Lambasingi,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2016 00:00,"",
4784,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2000 00:00,"",
4785,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2002 00:00,"",
4786,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2003 00:00,"",
4787,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2006 00:00,"",
4788,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2007 00:00,"",
4789,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2008 00:00,"",
4790,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2009 00:00,"",
4791,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2010 00:00,"",
4792,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2011 00:00,"",
4793,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2012 00:00,"",
4794,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2013 00:00,"",
4795,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2014 00:00,"",
4796,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2015 00:00,"",
4797,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2017 00:00,"",
4798,Lambasingi1,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lambasingi,-,-,-,-,-,-,17.81250000,82.49166667,25-05-2018 00:00,"",
4799,Landhaura,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Landhaura,-,-,-,-,-,-,,,25-05-2000 00:00,"",
4800,Landhaura,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Landhaura,-,-,-,-,-,-,,,25-05-2011 00:00,"",
4801,Landhaura,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Landhaura,-,-,-,-,-,-,,,25-05-2012 00:00,"",
4802,Landhaura,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Landhaura,-,-,-,-,-,-,,,25-05-2014 00:00,"",
4803,Landhaura,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Landhaura,-,-,-,-,-,-,,,25-05-2016 00:00,"",
4804,Langar House-PZ,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Langar House,-,-,-,-,-,-,17.38055556,78.42222222,25-05-2002 00:00,"",
4805,Langar House-PZ,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Langar House,-,-,-,-,-,-,17.38055556,78.42222222,25-05-2012 00:00,"",
4806,Langar House-PZ,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Langar House,-,-,-,-,-,-,17.38055556,78.42222222,25-05-2013 00:00,"",
4807,Lankapalli-Dw,CGWB,28,Andhra Pradesh,510,KRISHNA,CHALLAPALLI,CHALLAPALLI,Lankapalli-Dw,-,-,-,-,-,-,16.13000000,80.98000000,25-05-2013 00:00,"",
4808,Lankapalli-Dw,CGWB,28,Andhra Pradesh,510,KRISHNA,CHALLAPALLI,CHALLAPALLI,Lankapalli-Dw,-,-,-,-,-,-,16.13000000,80.98000000,25-05-2014 00:00,"",
4809,Lankapalli-Dw,CGWB,28,Andhra Pradesh,510,KRISHNA,CHALLAPALLI,CHALLAPALLI,Lankapalli-Dw,-,-,-,-,-,-,16.13000000,80.98000000,25-05-2015 00:00,"",
4810,Lankapalli-Dw,CGWB,28,Andhra Pradesh,510,KRISHNA,CHALLAPALLI,CHALLAPALLI,Lankapalli-Dw,-,-,-,-,-,-,16.13000000,80.98000000,25-05-2016 00:00,"",
4811,Lankapalli-Dw,CGWB,28,Andhra Pradesh,510,KRISHNA,CHALLAPALLI,CHALLAPALLI,Lankapalli-Dw,-,-,-,-,-,-,16.13000000,80.98000000,25-05-2017 00:00,"",
4812,Lankapalli-Dw,CGWB,28,Andhra Pradesh,510,KRISHNA,CHALLAPALLI,CHALLAPALLI,Lankapalli-Dw,-,-,-,-,-,-,16.13000000,80.98000000,25-05-2018 00:00,"",
4813,Lawsons Bay 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Lawsons Bay,-,-,-,-,-,-,17.73055556,83.34333333,25-05-2013 00:00,"",
4814,Lawsons Bay 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Lawsons Bay,-,-,-,-,-,-,17.73055556,83.34333333,25-05-2014 00:00,"",
4815,Lawsons Bay 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Lawsons Bay,-,-,-,-,-,-,17.73055556,83.34333333,25-05-2015 00:00,"",
4816,Lawsons Bay 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Lawsons Bay,-,-,-,-,-,-,17.73055556,83.34333333,25-05-2016 00:00,"",
4817,Lawsons Bay 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Lawsons Bay,-,-,-,-,-,-,17.73055556,83.34333333,25-05-2017 00:00,"",
4818,Lawsons Bay 2011U,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM(U),Lawsons Bay,-,-,-,-,-,-,17.73055556,83.34333333,25-05-2018 00:00,"",
4819,Laxmipet-pz,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Laxmipet,-,-,-,-,-,-,14.72000000,78.69305556,25-05-2017 00:00,"",
4820,Laxmipet-pz,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Laxmipet,-,-,-,-,-,-,14.72000000,78.69305556,25-05-2018 00:00,"",
4821,Laxmipuram,CGWB,28,Andhra Pradesh,510,KRISHNA,TIRUVURU,TIRUVURU,Laxmipuram,-,-,-,-,-,-,17.08527778,80.62333333,25-05-2000 00:00,"",
4822,Laxmipuram,CGWB,28,Andhra Pradesh,510,KRISHNA,TIRUVURU,TIRUVURU,Laxmipuram,-,-,-,-,-,-,17.08527778,80.62333333,25-05-2001 00:00,"",
4823,Laxmipuram,CGWB,28,Andhra Pradesh,510,KRISHNA,TIRUVURU,TIRUVURU,Laxmipuram,-,-,-,-,-,-,17.08527778,80.62333333,25-05-2002 00:00,"",
4824,Laxmipuram,CGWB,28,Andhra Pradesh,510,KRISHNA,TIRUVURU,TIRUVURU,Laxmipuram,-,-,-,-,-,-,17.08527778,80.62333333,25-05-2004 00:00,"",
4825,Laxmipuram,CGWB,28,Andhra Pradesh,510,KRISHNA,TIRUVURU,TIRUVURU,Laxmipuram,-,-,-,-,-,-,17.08527778,80.62333333,25-05-2006 00:00,"",
4826,Laxmipuram,CGWB,28,Andhra Pradesh,510,KRISHNA,TIRUVURU,TIRUVURU,Laxmipuram,-,-,-,-,-,-,17.08527778,80.62333333,25-05-2008 00:00,"",
4827,Lepakshi1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,LEPAKSHI,LEPAKSHI,Lepakshi,-,-,-,-,-,-,13.80500000,77.60416667,25-05-2000 00:00,"",
4828,Lepakshi1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,LEPAKSHI,LEPAKSHI,Lepakshi,-,-,-,-,-,-,13.80500000,77.60416667,25-05-2001 00:00,"",
4829,Lepakshi1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,LEPAKSHI,LEPAKSHI,Lepakshi,-,-,-,-,-,-,13.80500000,77.60416667,25-05-2002 00:00,"",
4830,Lepakshi1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,LEPAKSHI,LEPAKSHI,Lepakshi,-,-,-,-,-,-,13.80500000,77.60416667,25-05-2003 00:00,"",
4831,Lingamguntla 2010Pz,CGWB,28,Andhra Pradesh,506,GUNTUR,NARSARAOPET,NARSARAOPET,Lingamguntla,-,-,-,-,-,-,16.22750000,80.03444444,25-05-2013 00:00,"",
4832,Lingamguntla 2010Pz,CGWB,28,Andhra Pradesh,506,GUNTUR,NARSARAOPET,NARSARAOPET,Lingamguntla,-,-,-,-,-,-,16.22750000,80.03444444,25-05-2016 00:00,"",
4833,Lingamguntla 2010Pz,CGWB,28,Andhra Pradesh,506,GUNTUR,NARSARAOPET,NARSARAOPET,Lingamguntla,-,-,-,-,-,-,16.22750000,80.03444444,25-05-2018 00:00,"",
4834,Lingamguntla-EW,CGWB,28,Andhra Pradesh,506,GUNTUR,NARSARAOPET,NARSARAOPET,Lingamguntla,-,-,-,-,-,-,16.22750000,80.03750000,25-05-2008 00:00,"",
4835,Lingapalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,LINGAPALEM,LINGAPALEM,Lingapalem,-,-,-,-,-,-,16.94166667,80.99166667,25-05-2000 00:00,"",
4836,Lingapalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,LINGAPALEM,LINGAPALEM,Lingapalem,-,-,-,-,-,-,16.94166667,80.99166667,25-05-2002 00:00,"",
4837,Lingapalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,LINGAPALEM,LINGAPALEM,Lingapalem,-,-,-,-,-,-,16.94166667,80.99166667,25-05-2006 00:00,"",
4838,Lingapalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,LINGAPALEM,LINGAPALEM,Lingapalem,-,-,-,-,-,-,16.94166667,80.99166667,25-05-2007 00:00,"",
4839,Lingapalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,LINGAPALEM,LINGAPALEM,Lingapalem,-,-,-,-,-,-,16.94166667,80.99166667,25-05-2008 00:00,"",
4840,Lingapalem,CGWB,28,Andhra Pradesh,523,WEST GODAVARI,LINGAPALEM,LINGAPALEM,Lingapalem,-,-,-,-,-,-,16.94166667,80.99166667,25-05-2010 00:00,"",
4841,Locherladw2015,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,THERLAM,THERLAM,Locherladw,-,-,-,-,-,-,18.48388889,83.53388889,25-05-2017 00:00,"",
4842,Locherladw2015,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,THERLAM,THERLAM,Locherladw,-,-,-,-,-,-,18.48388889,83.53388889,25-05-2018 00:00,"",
4843,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2001 00:00,"",
4844,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2002 00:00,"",
4845,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2003 00:00,"",
4846,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2004 00:00,"",
4847,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2005 00:00,"",
4848,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2010 00:00,"",
4849,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2016 00:00,"",
4850,Lohara,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Lohara,-,-,-,-,-,-,21.26583333,78.40833333,25-05-2018 00:00,"",
4851,Loni-Pravara Nagar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Loni-Pravara Nagar,-,-,-,-,-,-,19.59194444,74.48194444,25-05-2012 00:00,"",
4852,Loni-Pravara Nagar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Loni-Pravara Nagar,-,-,-,-,-,-,19.59194444,74.48194444,25-05-2015 00:00,"",
4853,Loni-Pravara Nagar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Loni-Pravara Nagar,-,-,-,-,-,-,19.59194444,74.48194444,25-05-2017 00:00,"",
4854,Loni-Pravara Nagar,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Loni-Pravara Nagar,-,-,-,-,-,-,19.59194444,74.48194444,25-05-2018 00:00,"",
4855,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2000 00:00,"",
4856,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2002 00:00,"",
4857,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2004 00:00,"",
4858,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2005 00:00,"",
4859,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2006 00:00,"",
4860,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2007 00:00,"",
4861,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2008 00:00,"",
4862,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2009 00:00,"",
4863,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2010 00:00,"",
4864,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2011 00:00,"",
4865,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2012 00:00,"",
4866,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2013 00:00,"",
4867,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2014 00:00,"",
4868,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2015 00:00,"",
4869,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2016 00:00,"",
4870,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2017 00:00,"",
4871,Lotugadda junction,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,CHINTAPALLE,CHINTAPALLE,Lotugadda jn.,-,-,-,-,-,-,17.86666667,82.42500000,25-05-2018 00:00,"",
4872,L Singavaram-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,L Singavaram,-,-,-,-,-,-,17.81388889,82.81666667,25-05-2013 00:00,"",
4873,L Singavaram-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,L Singavaram,-,-,-,-,-,-,17.81388889,82.81666667,25-05-2014 00:00,"",
4874,L Singavaram-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,L Singavaram,-,-,-,-,-,-,17.81388889,82.81666667,25-05-2015 00:00,"",
4875,L Singavaram-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,L Singavaram,-,-,-,-,-,-,17.81388889,82.81666667,25-05-2016 00:00,"",
4876,L Singavaram-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,L Singavaram,-,-,-,-,-,-,17.81388889,82.81666667,25-05-2017 00:00,"",
4877,L Singavaram-DW13,CGWB,28,Andhra Pradesh,520,VISAKHAPATNAM,BUCHCHAYYAPETA,BUCHCHAYYAPETA,L Singavaram,-,-,-,-,-,-,17.81388889,82.81666667,25-05-2018 00:00,"",
4878,Machavaram DW13,CGWB,28,Andhra Pradesh,506,GUNTUR,MACHAVARAM,MACHAVARAM,Machavaram,-,-,-,-,-,-,16.57138889,79.86388889,25-05-2014 00:00,"",
4879,Macherla-DW14,CGWB,28,Andhra Pradesh,517,PRAKASAM,GUDULUR,GUDULUR,Macherla,-,-,-,-,-,-,15.06166667,80.00194444,25-05-2014 00:00,"",
4880,Macherla Pz,CGWB,28,Andhra Pradesh,506,GUNTUR,MACHERLA,MACHERLA,Macherla,-,-,-,-,-,-,16.47500000,79.43472222,25-05-2018 00:00,"",
4881,Madakasira,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.23333333,25-05-2006 00:00,"",
4882,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2000 00:00,"",
4883,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2002 00:00,"",
4884,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2004 00:00,"",
4885,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2005 00:00,"",
4886,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2007 00:00,"",
4887,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2008 00:00,"",
4888,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2009 00:00,"",
4889,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2010 00:00,"",
4890,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2011 00:00,"",
4891,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2012 00:00,"",
4892,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2013 00:00,"",
4893,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2014 00:00,"",
4894,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2015 00:00,"",
4895,Madakasira1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira,-,-,-,-,-,-,13.95833333,77.24166667,25-05-2016 00:00,"",
